split,line,source_sha256,flagged_semantic_sha256,reasons,screened_sibling_coordinates,screened_sibling_splits,screened_sibling_semantic_targets,same_split_screened_siblings,same_split_semantic_targets
train,128712,919f2603bd2129c0c7f861233ec2d31c6800bb1e3dbe10bc65c2b9307f9f1747,88c5bdc66fa66dd4b3bdf93f86011ac11b48c8feef7a6c8735e3544ec5a75f94,mojibake,train:108549,train,1,1,1
train,128824,25bd536d73aa18fbfcfbcee271a67ac498bb9e31ebeb4172b9cb8178052fc9a8,dbe2f8338727628babdbd89d4c67946864feb689c4b39e1959fc4896cf007254,mojibake,train:108674,train,1,1,1
train,129145,620e24a2a4d0a1c427717bcef6b393f89fc145366791711f9b2d4598a9fdc227,571b0bffcfd93c0dc1a4268914b522450a7b144b08b533f1723c0c8ff4522bdf,mojibake,train:109096,train,1,1,1
train,129157,48f14bc58f02e309cb7f1a3f276e4be92708594a1449a43ce54775c949925a08,af3e8ed34c1b1b41e9c83716ea5a0266516ff797bfbbef8d2d154ef17dfd683a,mojibake,train:109113,train,1,1,1
train,129224,551af90da8eeaa7d34e878444017367332af501b28a40adb211d6e168db6c4e5,554e6c95e60347146246414a50433d4b1be3096afec45a35c059557b22144e1f,mojibake,train:109171,train,1,1,1
train,129419,0050addd31cccbb58ce5bc50c674d65e1d97f9d1d6e23765d2d9c1fc3e5b5815,1bdbf40334b20d64fbd69e7f9503f114ce99bd26c79f6ed3ce492ac7312fdde0,missing_action|low_lexical,train:109440,train,1,1,1
train,129520,b9d5086b786da27b304c826d4150af79c61b422631923c242ba4083bdef78b81,774639377a2463460769253fd5e0e04541f144d7fb435d16d67a3676c95caa2a,mojibake,train:109560,train,1,1,1
train,129674,59cdbc56374c2d4566241ecbb6fd3e5193d5c8097cacc5bfbf9f5fe7f2155b36,56005aacf9a2246452b1a0bc78bf02a140dc130f589bef71b149cb8a4ce211e2,mojibake,train:109761,train,1,1,1
train,129806,8d6f592402d9e44e3568d554ed51248b00798d4ab45c2f4c97a78872ba9d3b0e,ec3a11fd22bb1ca40268e34250dc72ff0fd13eb9d85a81998e7e68fd92eba5e8,low_lexical,train:109963,train,1,1,1
train,129812,67487862d29f07d447c1e33b45646f3b38f89509909f674fad01b625e1e3fa17,132e27e992f04a1541d2a0dd8d700ebff2c7a56f5b0da0073bb4bba9011a29ac,missing_action|low_lexical,train:109968,train,1,1,1
train,129869,3a188f7ed2fe2ecf9aa676774ae36b8d50d9b998df74ae6924b8189f960b5dd3,d78af607231c8ce98286630d0f7a2ee987aac2d760c1c9df5c96d2fc1e1441d0,mojibake,train:110044,train,1,1,1
train,129902,49cbcfbc94ea25bf482d71a31ad36058cbad90b2fec18973e38c7a88f24068fc,089567a23c6f4c9e7d070a022ab0d158e7a10e8edbc741d29b44093d31ed9f6a,mojibake,train:110078,train,1,1,1
train,129909,0bb7a58fd93cdccf67c363860915b5e8945eaba5829c99a9c966fb28226fbb46,76eaa488571fb79ea3a08dbb24fe9a65fb99176294cd76ed5601e805addc723a,mojibake,train:110087,train,1,1,1
train,129917,d11e517652af45342a1c84a4747229b0c4812f76ca9fb248851f2cb019a60204,94fe94be25a95214ffd0bc333c769e9fd8f2de4cfdc86a0c71ba1b4f40cc47b3,mojibake,train:110100,train,1,1,1
train,129951,93bc3c87bec13e605829bd9c4355c74cab52bcc3f46e23ec8b37204a3aa01036,8dcf68e5442cacccca4e7891e403ced3352b302422702b4c8863543fa101b7c5,mojibake,train:110142,train,1,1,1
train,129985,b6bd6cf70c0fbe77133f96ae841bb8be5c7e7afca4d7c78d638e2da47ed041fd,a7edf151d3ba05d71f45c5c1cbdec1ebbb29c197dc977a531c61a4fe78580966,mojibake,train:110172,train,1,1,1
train,130011,e7297d5aebacc4a5c68d36c0eccaf048832a8a4b220fdf15bae0af08cbac53cd,5afc5d615de63e4d539caf381d3951d6cb08f0161d76a81fc79157d8b16babd9,missing_numeric,train:110205,train,1,1,1
train,130050,06c46727dc522fa640dc99a837d442792302c7cc2399919fef443c89b29f23bd,f4fc6e9ddfccd156c1cfea9aa52a8b7b7eb5a4e5163e8cdb16960f7e5122970b,empty_layout,train:110259,train,1,1,1
train,130064,474e597a1ee99774e81225d38219675b08eaa9b77e65b64c26ec55b5463e4399,7e8dede3b7ce52c77a8f88f005f7c5660b383fe488a8e2611d4c399c12a49851,empty_layout|missing_numeric,train:110277,train,1,1,1
train,130097,07e914c36e26928a6a25a5888e47a2eaabcb5a623782496eddd521ecc452c76b,72c77d08eebc036b9205c71774871ed4a08d522832229531703fd3efa09879b9,mojibake,train:110330,train,1,1,1
train,130129,fd100c16e2c570e35be632b0ddb5ebfe8ae5872550fdbba49fb0d05287fa87b4,4895de67d16fc80af42c6b7df6c19f7e75d1c07fc06e5f6503f9c16bfcb87629,missing_action|low_lexical,train:110400,train,1,1,1
train,130153,e198ac2fb26643e0e5ae1403f2e21a39df4b63a3bac8024da3f5688d5986be90,52238ed7d2c86ed3b167ca74ece24780b5c33f561a63cf358001a84742fe4d5c,mojibake,train:110429,train,1,1,1
train,130178,83f208072f88534d78465deb6c42b454ece68c52c100c4efcabf2c07fa1bbed4,6c3bb86e4c2e29ceb68e8aa46c7db233b1806486c7fe9617f60784b48ff93284,missing_numeric,train:110464,train,1,1,1
train,130210,fc67b6fcd7f5c7ac41044d90a8da77a986f3638512b47f00405ac05cb61b0d9f,26e1300ee41f3c9946257dc8ee0d2b3afd57590f8fb27c9c5f1a6f417d00ffa2,mojibake,train:110509,train,1,1,1
train,130274,5fad5b1d74400fb02ad30da443e60702de074606043480af07192252cf81bd3a,999681d4e2b40b06f6cfd3364b5cd62cd642bf168f9c0cf437e3fbf55136085f,mojibake,train:110586,train,1,1,1
train,130466,4cac13d0c8d84814d21c0b112e585eba34bbb76cf75e147008e82e0c38514381,c17871410f54851053a6499c0026dae4e28b9fd08cff3ed585a9d63dc394c4ac,empty_layout,train:110803,train,1,1,1
train,130560,0bb6d2d4a21874345da0beee06e0867b2bbde682b5a3d95c8854a7316ee0852d,b86bf46b9897c2a1c0754349ed8dda14abe684e2169ccb23efd489f91d6046ce,mojibake,train:110952,train,1,1,1
train,130640,bbda01b2b8142c8381f6db41c29764a391bbc271e42cd903ca6fcddb5c56d412,8bc6327a5cad1a00be5d39e36bcde25ddbb1d4c683dc0558b46ced5cb93769c2,mojibake,train:111045,train,1,1,1
train,130706,657e3fbc769e4e4d627a493db39298ca6342ffa0a3236fa66f6df1fdb4e5b56a,d5d7da7666d78df20399c0a18ab88c75e6b5bc1ae11260dc7e24aeb555a362c5,mojibake,train:111104,train,1,1,1
train,130708,866e244a12db9d3ec84ccddab1c071d3c49a95edc9edbce000f5766365d12f64,87b1e6b0d3cb123d63b315afbe39693c1fe60c5c7c75514abe0dbb30bbfcf0b2,missing_numeric,train:111106,train,1,1,1
train,130725,ca0ec35de4a5a86d87183a301dd03dbf0750365ebca8427692b07d48271016de,1b999cdd2a3828b5566451c1bd86eff5ac692dd1187197eeb98b847181d5d55e,mojibake,train:111125,train,1,1,1
train,130810,9e1fa02709f313fdf070e34cf152ecc3e952e390f8ed9e75ee6ee0b5c276f029,a515dfc192a421bcae5abea3b20588f224ae92c2cd9ed23b17761676f32a0fca,empty_layout,train:111201,train,1,1,1
train,130822,fc6790e7ac8f0bf69854d1e05a0070a3aef8642acfd2ceccd24a080a87f31f39,c95d593707343e00d33b381953b60df55b629e40365f72506c0e8c00b9be8cee,mojibake,train:111219,train,1,1,1
train,130870,2c4f600871f8326d5d333fb297b0e64ca557f7f8c76c540ff3249d9dcf038c90,16bb131c2aaa4cc03dad9f31fe3f6d5bb1862102526395457e8c1e9de0c57829,mojibake,train:111284,train,1,1,1
train,130883,120acdb7452a4b52fc8ebc5987fd31f34a122e2f7fd6ca28f42d2a3880608a27,e15343421ab7cafa1b1778fb707b8764932b038ffb2ad15bbd2f2f286be4c59a,mojibake,train:111297,train,1,1,1
train,130886,0ab4d7c314da50aced367dcb9f6450d1a677116788a6b5a17889429bed3a37db,b8040f919e483f16b312db0614d65b71292410e3ce210b1ae202105f8fa9adfe,mojibake,train:111305,train,1,1,1
train,130942,b5255b0076f9737bc46ca2f8ea589eb9f6be8cc39a81f3086496ccdb049c85e8,ec16930cbba5c73853572a14175ec30c7397245a1a5dcc80bdb3e9fb1d189f28,mojibake,train:111385,train,1,1,1
train,130957,14626603a09898e814539f02a377d53fe57a34952b0c19cfb741d02d97bbd43d,070111d2d46bb7c4cc469abc5ee7cc7a7b2d8637dbabefb39de1918684b2dca3,mojibake,train:111440,train,1,1,1
train,131020,314e29294d70bea9ac25e804dd793b030c6788fddbb313b16cf9e687624f37fb,41de5643d4f195e91085e8fdf9069acb42b9d7d4f0c852f886cda66518441fd6,missing_action|low_lexical,train:111521,train,1,1,1
train,131075,0a65d06979a3ec2bfb685dbf6ab784ff805fc95b9aef547f2b507c6ee48187c1,289366096ee1818f75a742532fd859f462a35ff567c507cb0747707877c45b89,mojibake,train:111592,train,1,1,1
train,131151,442e75d484afcb4827268951134ce55c355c8616ee756c23c092d4a01fba98f6,402c4c4294b395437cae650e7bec2f8e5782f548a8760a460b06df55ae52af3e,empty_layout,train:111665,train,1,1,1
train,131185,046cc279a71eff4737622cefb439ada6767aea0dca54efb4d11e8c18c593bc30,610d09b8eee5c91efee602ec4ea1c2048bc9d14b138bb88c05b9b251ef0cde8e,mojibake,train:111710,train,1,1,1
train,131224,ccc6b1d8efc7d090eb21373c914bdf60f811022569fd1e0a8972bcbe02163840,f5370c44ccacf9f65893c364574d0bc00690e27c6dc931518f1bd1bb5c3e24d8,mojibake,train:111731,train,1,1,1
train,131230,72793222fbf7170d19f0c4f18e63c2cddbdbb507fa8cf98b98cc4a8eb0899d0e,e37b1793ff1a8aec171e858918943ee805ac0687a967056d1d7d810edce4e877,mojibake,train:111739,train,1,1,1
train,131329,de4ec13771015167c960b1d89b664471322f904b512da3bdea496efc81f6e8c0,dc2e2566f8b0595c3323a2e994d788400392d9adb201c74eec59fa7b8930c54e,empty_layout,train:111868,train,1,1,1
train,131343,0e7b53f3e71ff1da08166a0eb64032fbe1cd27bd289096d9083e2203243b9bdb,c9dad09f68554c0611452b029fa19a269e92212786d899f29d2c183983b9bf44,mojibake,train:111884,train,1,1,1
train,131355,48b03566c4fa9de366dc9fd3988a8bac6bea9d0fa324ba2251fc06577cc20861,0136d83692735728b4d3afc18d5b080be75185147f7228879174a4decee69079,mojibake,train:111895,train,1,1,1
train,131393,6eef54a241666deb737d55468d6fec60ea838aa58ce8d96a27cf224977904aec,2bdc90c52edf4ac1a0c8ec3b7f425f0cc89bee9083718fca401196b91fde3c8e,mojibake,train:111974,train,1,1,1
train,131540,d3500591ca802635bb60fa809c1f1b00b81a17dd568ddd22f72ace5e761acd9b,8ccbdc95f3d5b1a72c20dd36a9df343abf9d579e5507f839c94ed5079ab0e8ba,mojibake,train:112161,train,1,1,1
train,131749,a165fd1867bb7d75d09316259758fa6a31e6b9cc97c288fc40d5901729614df0,e0da0d90683ff2e5f8287b7a4a34a89de75eff2167c24bb3ee44e0578019362a,mojibake,train:112399,train,1,1,1
train,131751,b915a201dc0f35490f499bf5e36d56d7afcc2b62633dcc6ba4b48bb4d539016e,2259164c32360cee300651f273715c50ae6a076fd475c1f6bb38a337f37a6abc,mojibake,train:112403,train,1,1,1
train,131879,dcdd4df8f20e1b807fd23af94777186b41c4f0ab68eb322b36840b0050f76fe2,1a927df4b92b50c462124a08cc6000ab5c3500d6fc737589dbb2bcbc198c4e96,empty_layout,train:112590,train,1,1,1
train,132188,16a636920968779ee06c38244d020b5fbffa913a2a5ac2371027375a79a7d81b,403276b3d489d36448c12e06473c9b2c60c9799650d90d5775e1441d402aa260,mojibake,train:112926,train,1,1,1
train,132335,bce32be94a95df1c73a01b592bacf4e1404d4090a23b67e7c16397adeb80ac3e,269e3cc100788adc62e3856dd5416ccc045c79b2f0226d0a2a4497b255f9c51e,missing_action,train:113113,train,1,1,1
train,132386,b9b95b9e30f4233b21cfce4b2fe87a37f6e6ae9409f2b8d914058b8875b10fb3,12a1e540a364e0632ee87e9b68aff813c02fdb5b6ca3667aec5e091f9b31739e,mojibake,train:113153,train,1,1,1
train,132394,1608ca7bf84f1930992dbf3feefd84d4e5e44cb275ab5a5276fad4437095023c,637eafe44742a51619100f43527c7a4544adb82f1615843260be3d08f7117211,mojibake,train:113163,train,1,1,1
train,132466,a1af9f563859c6a9c3488a431d8333e0aabb6540a5ceadcc1e04a200355ecc84,3c2d8a0664f51c0eee6c822b15a8b409f4f1a52c90924f58cda2953aa9b8f8f4,empty_layout,train:113240,train,1,1,1
train,132490,3ae2766e9736fc5fb0774210009e31164b135209d94ef5f046069421e0b135e1,fb9e55104750bc64456ca2b86843d0d343e87cf95b0507624cef869c8e9cc420,mojibake,train:113270,train,1,1,1
train,132600,eab8104d00d53587d98574725639c45e443f921536bc2c027fd236a856c2130e,191261df200bea08bd7d7c150b6620d17798303212d1593d2c2adb793986ec8d,mojibake,train:113419,train,1,1,1
train,132619,d6267087790a07e8f8b265a2c7b9aa43f9482a5fa874e34d86acd5e9bc4b1b68,2ab246acdd8b9ed74016f0466a807b70b81eaa20c81fc2e428cc5e7b9568aae6,mojibake,train:113446,train,1,1,1
train,132668,8153f502f07cb3b6e362e6b70ed22b6749f3dc08325e66080a8ec1b403a89d00,e445ab939dfceff89df1420dd94fd058408bfe9268dd4cec60021503ae5e1fd4,empty_layout,train:113542,train,1,1,1
train,132836,21ec1d2cb2387daa7f55618199a0f192b98136bb5587e1ade3444bcf4e7abb4f,44027ca9cbc841bd430372e41b350feaa4577aed0c9a51c570b62db04b668f25,mojibake,train:113751,train,1,1,1
train,132881,86c1b1958da19b5be3cc9e8693b40a72d388cf1bccac5048e18c2f8491c77912,efe0fd8040be679595b7fd1d9c4e419e5148dbb2a713c701fac38f9068541eed,missing_numeric,train:113785,train,1,1,1
train,132929,cd931d8640467a11e2815735ed4747ea45d32c2a0a9fcc12553f522607170889,36651ed6d338b68de5d4742d0ce8756b88f99e3de51a7d37fffbb8c3249dee15,mojibake,train:113845,train,1,1,1
train,133051,d4d544eb063873e636589b9ae02bc736e10c34537dcc9bcf2fbf6cfea53bc936,2e67ecfc0005ba2ed48c93f8f98f56693952fdb5027521c8701d679525975795,mojibake,train:114022,train,1,1,1
train,133125,aad0d61f6ba804659a7eb29334180d9650a0e90a457b1e1cac83053e2839fb3a,89711077aa0799e7c27224ce85f990be8ec55a9dfa5be5d2f0a3755f5bbf5efe,empty_layout,train:114118,train,1,1,1
train,133259,7286a92b8a613e3dc5d9e3586135a158f633c64508a3c10e7e52359223c665c9,287f5e5d0a7a43b8f60425cd7e60f9eccbef9adc3ca4c066f25354ada5a97781,mojibake,train:114258,train,1,1,1
train,133302,fe0c1e6f14f85bdd009dde8f28bd88b2a2eb56c04248bd318edeab6ea37d0b08,65492f8c320b9497ca29c23bfd3df3f667e1a3e7e40ad3521b45da45dc79dbbc,mojibake,train:114319,train,1,1,1
train,133335,8f27edc9c1eda0a2bc61dc0864f60a83153740aa181c1f20b88379ac98b187f2,a2230f90355acad59e59baf899c13026b15e3c1c7b89e1f79657170f08a5504f,mojibake,train:114358,train,1,1,1
train,133461,a085aac2ff769a4de64d180b3d377d278f71c5fbe8dd976a0d91514c136bdb35,8ca9acc8e6df84b678d596b36dadd8ad7cce87040985fcfc1ae4814bc5957768,mojibake,train:114544,train,1,1,1
train,133466,0c17fe06063c54e6375156e9741668405acea89b39fd3684f2cb36aca6f30cfe,0e64a0946321236387040bfb07e3b3d2a9a5e66570e76e8781db15058ec5dafc,mojibake,train:114551,train,1,1,1
train,133483,0f7ef928c05475e006aaffe7a4828f40be2396a9482e8769c17fd2e288da7636,89597375122e10ff0e37fc89e5e328f1d9348a9f650b04ac1a956f50fbce4696,missing_action|low_lexical,train:114570,train,1,1,1
train,133541,a7dfba875cd11ad776a38d89a6712d0df4a9d52498809ab28d316e287bca4a31,f4e02de5b8dcf2dcaa520a5028d6d827228d5b8d268af5fe158df04f58c0e65a,mojibake,train:114649,train,1,1,1
train,133730,88e1d3c5595ca2de0697ae51c33db8c17190fed0c4aa238ae5291034a4363487,8702a1d245209482fa8bbb643718cef2838f514516b9952fcbd2001dc5cda338,mojibake,train:114920,train,1,1,1
train,133828,40aee1c6b3bbb44b2cb28c43c9eb64383f804279e251d66be6dcd3484c96a71b,f780c10ef13f0ff1100314e4ec391a0203a215e07897b9cb88725d60e136cb6f,empty_layout,train:115146,train,1,1,1
train,133869,6141683dfc944f8609d15d26b6367015f596338c58bd4dc7e84831e7c663b8fa,ebabe11f6a8fc3eff3214ac6aafeac1ae6b0cd4d411d085e800d50d69e12adbd,mojibake,train:115198,train,1,1,1
train,133873,2961d8e4c8b9a2416275d1e45cb482e69a8c2e175a9e40be633ce807b9caa33f,7749eedb7ffc02261f3f1ec82fc032a918020339863270a28b49e8fc586316a8,mojibake,train:115208,train,1,1,1
train,133878,f3a5b8a66fb74c01960f93ce728d95feecc5a38a4725c4f1213253d2fc440b7e,7537a9de28c6b4eaa37bc5f759d112ba19f91123350357889c4121ddad6a64f9,mojibake,train:115219,train,1,1,1
train,133961,01291c8c8e422077e80479eb9276742fe616d584dd777cfc635f5e352cb4420f,4057e8407f23177254fab090371c15399103412ad6614378ed18f02333265505,mojibake,train:115309,train,1,1,1
train,133973,d21269f8a4949765a5270bdbf71eee5885a20cef6298303ac0c9d124d1c47e17,c70eb1e964b2cd9ed3b0a8a131d79916fe50b7779c58675c41e338390809f0fe,empty_layout,train:115324,train,1,1,1
train,133976,425c5c657e7f42ec97a2f4562650ec4233a102847b1bc8bf5333417423fe0ce9,baaaaa5d12075babb438d50a5b4f55299c165b42450e313595c77da4a73a67c2,missing_numeric,train:115328,train,1,1,1
train,133995,863519426f84f6ccac4779b19833e02b218a93e4fafce7d0d81902b119848f48,6fa969bf53842dbb6aa9b04c78bf1184c1349bb64d76a7ffce74453651073ae1,mojibake,train:115359,train,1,1,1
train,134173,29ed7312df04ee1e64c51dd401876313718ae5bc66ae30d81ca04963658b9ffb,5e0320a6ae2dffc248e53a1de89bb7a61b9f3dcbcc767630e404c2d879213a3a,mojibake,train:115685,train,1,1,1
train,134213,3245fce50a645d18357d94a34051ab81a9dc0d4b1a06eda4d6f67755743a31a2,7feed5a5cc7575af8f735b387059877578a87ae2e5c006dd19326a4d7af10526,mojibake,train:115730,train,1,1,1
train,134302,e437615643f777e21d500dd4b6bb68a4251cb2528112713cf50f5d8506439a9f,ae5a5c74729b21dff872ea45518c9e21d01e31363d4c25c39e7cfe519476798b,mojibake,train:115841,train,1,1,1
train,134312,9a60da1df94d76aefbd836633fb1ed5c308cd125c2997e30a2df052f0d4bf703,8e4735878dc281d939742a86d1ad6f09af30e63173bac34b4e0d7681570c1f29,empty_layout|low_lexical,train:115854,train,1,1,1
train,134335,23ba9a0b4f428d4c2c8d7bc83866b6a915e97e8384b21cff19fa9ac8b63eb7ee,9eef71c9058e6a809ba9d8cbf5166305a7add42cb04e33b44b3999dc042a487e,mojibake,train:115887,train,1,1,1
train,134348,1c021f66610201e09666bb5c1cd50e5f4b514edb727c6b29c5e99ae37cb4802c,b22ac98cb98220534a0cb505ba1302359efd84f36a7f163e68f07bb42644750a,mojibake,train:115908,train,1,1,1
train,134363,756d18f82b318b85bd1f2dac74a1aaa6b26990971e89da40165af0b8e730effb,920794c84bf216fb684a89330949bd4118814d4db055c04f365e583c29824a1a,mojibake,train:115935,train,1,1,1
train,134418,8b099d22a2515859cb834f29371efd2caab8194263d2db19e1dacc728e0bd065,7e3e2985ffabf686c14f318c478a36805a565cbef675194ce4cd83d6bf4c42e9,mojibake,train:116038,train,1,1,1
train,134425,d0de1095bda616ebd67546cab57119b4df97ecc22388e7301e2249db7163f764,cbfc0f0d7d5845fea929eb741b210408e8c4d327977a8ad5d7eba3dcc2ac677f,mojibake,train:116049,train,1,1,1
train,134550,6517925201a59864848472d7a9844f89f1341c4b95900d94a1762f066b03ab23,9cc0fc9ca8a24d7ca3b54f5c0d20de8ed1e0423bda6e826eea9690b3e4ff5555,mojibake,train:116223,train,1,1,1
train,134553,89fd71837af8a373784214e41f88d1e0bbd151070e54c0bf53ef8f920751d985,65f9dd709922c5a0cdeb337a63bcbf291edd5c2c21524b0cc883b642d73351b8,mojibake,train:116229,train,1,1,1
train,134689,8855642b9cb6b0732e8a0af8c3da131ec89ede1ee35dcafe0d91247267922b84,06d73cb0c7df49e412aa6613ed0fc6c7aadde3ef9ef7e87a4d637084a9edead9,mojibake,train:116399,train,1,1,1
train,134698,f4b2c171ab7116112f612eb25278556053263da3f866cb3a4b6cc00746012ea4,6c5492fc4909f53faa4225df0b3f19e6ddc773413e82874bcbf02f844cd4bce2,mojibake,train:116411,train,1,1,1
train,134703,76676f594fd0765386ae945c3c4ed841d614bc5c8846b46a24f3a53e38d5c37c,e8c1470c1d0b67ad30d9672b0603a45e7d002d6ce47e15f3690ae2addeae69d0,mojibake,train:116418,train,1,1,1
train,134713,e529e32d66decbf81b16d46a5fd9ee6db32b798769c4ff7f630e54e7539e1276,86021489408a72baa12ef382f6ce187b7472a0ded2a0c95db0019b821c84cd68,mojibake,train:116435,train,1,1,1
train,134757,03b55785a9a548e80c8a0be8d79c375e78f6a861a02af931d7b4d4f0f5da65f4,ed77251eb219856c13de8aa4926e102eb317317b60444d29f4a24425d842b200,mojibake,train:116538,train,1,1,1
train,134798,a88666176cad6ca6a9c4bd386719dc146fbb829ee02f5096b50084fbbef9076b,2950f22e4104c2b74eec3ca0e36e0a5aa03fa925c896a71f477a128b1a57b8fe,empty_layout,train:116599,train,1,1,1
train,134904,33495ffee4059af3d7573bff4f096941ebb261416500d4006fa1fa99285057cc,a5b6019737850b1bd2829eee43b1f08bb656393a7e3683bde58f6b623580d0dd,mojibake,train:116726,train,1,1,1
train,134911,0ac28b9a635f63e6943646df19ab3185cb6734bd1a754797f4d14709febc1073,46ba2d636cd266f7dad883a51ac6447300d629673a1d0b5f997d63ab194af158,mojibake,train:116734,train,1,1,1
train,134916,ac375181bcc9bb2f1eed6275f6bc476840c38d5aa2f58e3f1d113ac5ed238852,4ea4803fa0028d179cb6bd1af9a529dd91a5fd44013637e652d7b255932315fd,mojibake,train:116747,train,1,1,1
train,134924,8f186f8115bba715f63246fb11f6189a01cef27aeab3ebe105c8695bdb9ae8c9,646ecf240d74fe183fd1af7922f91c26931840ba15c0327cd59c352a473b73e2,mojibake,train:116756,train,1,1,1
train,135020,8b988675b6349878fcacccfb5736ebc10beb6a00f4158b40936a165a86283784,cc31fe3be0a3fee551142b0b511ed979ff13ededefca3b10dceb4c07dd1c4eda,mojibake,train:116874,train,1,1,1
train,135084,213c0bb92c05ba32d5f98b43c23726c41b07435bb2e6acbf60634a8e6d27a154,871b6178fa26238ad1110e9c096a5ce5186ea4932bb84d7c3663b520dc6ac297,empty_layout|low_lexical|missing_numeric,train:116971,train,1,1,1
